date,price
07/28/2025,173.72000122070312
07/21/2025,173.5
07/14/2025,172.41000366210938
07/07/2025,164.9199981689453
06/30/2025,159.33999633789062
06/23/2025,157.75
06/16/2025,143.85000610351562
06/09/2025,141.96014404296875
06/02/2025,141.7101593017578
05/26/2025,135.12062072753906
05/19/2025,131.2808837890625
05/12/2025,135.39059448242188
05/05/2025,116.64189910888672
04/28/2025,114.49205017089844
04/21/2025,111.0022964477539
04/14/2025,101.48294830322266
04/07/2025,110.92229461669922
03/31/2025,94.30345153808594
03/24/2025,109.66238403320312
03/17/2025,117.69182586669922
03/10/2025,121.65036010742188
03/03/2025,112.67181396484375
02/24/2025,124.89983367919922
02/17/2025,134.40829467773438
02/10/2025,138.8275909423828
02/03/2025,129.81903076171875
01/27/2025,120.05062103271484
01/20/2025,142.5969696044922
01/13/2025,137.68777465820312
01/06/2025,135.88807678222656
12/30/2024,144.44668579101562
12/23/2024,136.9878692626953
12/16/2024,134.67825317382812
12/09/2024,134.22833251953125
12/02/2024,142.40721130371094
11/25/2024,138.21817016601562
11/18/2024,141.9173126220703
11/11/2024,141.94729614257812
11/04/2024,147.5959930419922
10/28/2024,135.3688201904297
10/21/2024,141.5074005126953
10/14/2024,137.9682159423828
10/07/2024,134.7689666748047
09/30/2024,124.89122772216797
09/23/2024,121.3720474243164
09/16/2024,115.97328186035156
09/09/2024,119.06238555908203
09/02/2024,102.79752349853516
08/26/2024,119.33230590820312
08/19/2024,129.32913208007812
08/12/2024,124.54066467285156
08/05/2024,104.71692657470703
07/29/2024,107.23612213134766
07/22/2024,113.0242919921875
07/15/2024,117.89276123046875
07/08/2024,129.19918823242188
07/01/2024,125.79026794433594
06/24/2024,123.50098419189453
06/17/2024,126.530029296875
06/10/2024,131.82752990722656
06/03/2024,120.83989715576172
05/27/2024,109.5893783569336
05/20/2024,106.42664337158203
05/13/2024,92.44219207763672
05/06/2024,89.84223937988281
04/29/2024,88.75366973876953
04/22/2024,87.7000961303711
04/15/2024,76.169677734375
04/08/2024,88.1509017944336
04/01/2024,87.97297668457031
03/25/2024,90.32005310058594
03/18/2024,94.2514877319336
03/11/2024,87.80204772949219
03/04/2024,87.48906707763672
02/26/2024,82.24240112304688
02/19/2024,78.78194427490234
02/12/2024,72.58070373535156
02/05/2024,72.10092163085938
01/29/2024,66.13057708740234
01/22/2024,61.00385284423828
01/15/2024,59.464542388916016
01/08/2024,54.68566131591797
01/01/2024,49.075157165527344
12/25/2023,49.49997329711914
12/18/2023,48.80828094482422
12/11/2023,48.868255615234375
12/04/2023,47.48069381713867
11/27/2023,46.740089416503906
11/20/2023,47.750553131103516
11/13/2023,49.27174377441406
11/06/2023,48.30925369262695
10/30/2023,44.98102569580078
10/23/2023,40.47842788696289
10/16/2023,41.364952087402344
10/09/2023,45.4367790222168
10/02/2023,45.73761749267578
09/25/2023,43.475830078125
09/18/2023,41.58782958984375
09/11/2023,43.87661361694336
09/04/2023,45.54397201538086
08/28/2023,48.47916793823242
08/21/2023,45.98970413208008
08/14/2023,43.27237319946289
08/07/2023,40.829872131347656
07/31/2023,44.65251922607422
07/24/2023,46.721248626708984
07/17/2023,44.281742095947266
07/10/2023,45.441036224365234
07/03/2023,42.47685241699219
06/26/2023,42.27598571777344
06/19/2023,42.18304443359375
06/12/2023,42.665740966796875
06/05/2023,38.742149353027344
05/29/2023,39.29874801635742
05/22/2023,38.91802215576172
05/15/2023,31.241539001464844
05/08/2023,28.319639205932617
05/01/2023,28.659395217895508
04/24/2023,27.729066848754883
04/17/2023,27.09951400756836
04/10/2023,26.7387752532959
04/03/2023,27.017576217651367
03/27/2023,27.75704574584961
03/20/2023,26.759763717651367
03/13/2023,25.706518173217773
03/06/2023,22.944602966308594
02/27/2023,23.86878204345703
02/20/2023,23.26531982421875
02/13/2023,21.369001388549805
02/06/2023,21.246112823486328
01/30/2023,21.081260681152344
01/23/2023,20.34691047668457
01/16/2023,17.823156356811523
01/09/2023,16.883995056152344
01/02/2023,14.845802307128906
12/26/2022,14.601021766662598
12/19/2022,15.19249439239502
12/12/2022,16.55628204345703
12/05/2022,16.985898971557617
11/28/2022,16.85669708251953
11/21/2022,16.251392364501953
11/14/2022,15.391377449035645
11/07/2022,16.308326721191406
10/31/2022,14.139810562133789
10/24/2022,13.818178176879883
10/17/2022,12.451742172241211
10/10/2022,11.21415901184082
10/03/2022,12.062190055847168
09/26/2022,12.125116348266602
09/19/2022,12.501687049865723
09/12/2022,13.182906150817871
09/05/2022,14.366277694702148
08/29/2022,13.627342224121094
08/22/2022,16.236581802368164
08/15/2022,17.82328987121582
08/08/2022,18.682050704956055
08/01/2022,18.961647033691406
07/25/2022,18.136837005615234
07/18/2022,17.29405403137207
07/11/2022,15.739296913146973
07/04/2022,15.815187454223633
06/27/2022,14.502082824707031
06/20/2022,17.10133171081543
06/13/2022,15.857128143310547
06/06/2022,16.94597053527832
05/30/2022,18.689083099365234
05/23/2022,18.77993392944336
05/16/2022,16.66642951965332
05/09/2022,17.6767578125
05/02/2022,18.64415740966797
